Experiment,Source_Domain,Test_Domain,Trial_Number,mAP,Epochs_In_Order,Completed,Number_Epochs_Completed,Is_Rerun,Rerun_Title
Color_Equalize_Domain,EM,NW,4,0.8681110378286194,True,True,300,False,DNE
Color_Equalize_Domain,EM,SW,0,0.6740710699956318,True,True,300,False,DNE
Color_Equalize_Domain,EM,SW,1,0.7343618092738239,True,True,300,False,DNE
Color_Equalize_Domain,EM,SW,2,0.6365454631667831,True,True,300,False,DNE
Color_Equalize_Domain,EM,SW,3,0.66666986730755,True,True,300,False,DNE
Color_Equalize_Domain,EM,SW,4,0.6851130160478427,True,True,300,False,DNE
Color_Equalize_Domain,NW,EM,0,0.9474503642574142,True,True,300,False,DNE
Color_Equalize_Domain,NW,EM,1,0.9464037207740212,True,True,300,False,DNE
Color_Equalize_Domain,NW,EM,2,0.906744986046362,True,True,300,False,DNE
Color_Equalize_Domain,NW,EM,3,0.9198913747247904,True,True,300,False,DNE
Color_Equalize_Domain,NW,EM,4,0.9444451467242309,True,True,300,False,DNE
Color_Equalize_Domain,NW,NW,0,0.9620828884409672,True,True,300,False,DNE
Color_Equalize_Domain,NW,NW,1,0.9676535878107322,True,True,300,False,DNE
Color_Equalize_Domain,NW,NW,2,0.9623857076637669,True,True,300,False,DNE
Color_Equalize_Domain,NW,NW,3,0.963994955469584,True,True,300,False,DNE
Color_Equalize_Domain,NW,NW,4,0.969609262652037,True,True,300,False,DNE
Color_Equalize_Domain,NW,SW,0,0.7330966987088833,True,True,300,False,DNE
Color_Equalize_Domain,NW,SW,1,0.7539191114607922,True,True,300,False,DNE
Color_Equalize_Domain,NW,SW,2,0.7868517960286721,True,True,300,False,DNE
Color_Equalize_Domain,NW,SW,3,0.7451927305267751,True,True,300,False,DNE
Color_Equalize_Domain,NW,SW,4,0.7751083911736448,True,True,300,False,DNE
Color_Equalize_Domain,SW,EM,0,0.761129501973099,True,True,300,False,DNE
Color_Equalize_Domain,SW,EM,1,0.7273688652165389,True,True,300,False,DNE
Color_Equalize_Domain,SW,EM,2,0.7604247796235949,True,True,300,False,DNE
Color_Equalize_Domain,SW,EM,3,0.7629837187413593,True,True,300,False,DNE
Color_Equalize_Domain,SW,EM,4,0.7228518548245204,True,True,300,False,DNE
Color_Equalize_Domain,SW,NW,0,0.8502653677666645,True,True,300,False,DNE
Color_Equalize_Domain,SW,NW,1,0.8400502044039115,True,True,300,False,DNE
Color_Equalize_Domain,SW,NW,2,0.8440241922474856,True,True,300,False,DNE
Color_Equalize_Domain,SW,NW,3,0.8268692927674535,True,True,300,False,DNE
Color_Equalize_Domain,SW,NW,4,0.7910807284041085,True,True,300,False,DNE
Color_Equalize_Domain,SW,SW,0,0.8070950692831593,True,True,300,False,DNE
Color_Equalize_Domain,SW,SW,1,0.8345690849763108,True,True,300,False,DNE
Color_Equalize_Domain,SW,SW,2,0.8106240847649129,True,True,300,False,DNE
Color_Equalize_Domain,SW,SW,3,0.8428685521881178,True,True,300,False,DNE
Color_Equalize_Domain,SW,SW,4,0.8084228431614587,True,True,300,False,DNE
Optimal_Ratio_1,EM,EM,0,0.9681881555195748,True,True,300,False,DNE
Optimal_Ratio_1,EM,EM,1,0.9815212058596752,True,True,300,False,DNE
Optimal_Ratio_1,EM,EM,2,0.9468454976433048,True,True,300,False,DNE
Optimal_Ratio_1,EM,EM,3,0.9628072579457776,True,True,300,False,DNE
Optimal_Ratio_1,EM,EM,4,0.9627659592874882,True,True,300,False,DNE
Optimal_Ratio_1,EM,NW,0,0.9197616165395044,True,True,300,False,DNE
Optimal_Ratio_1,EM,NW,1,0.9473494376848168,True,True,300,False,DNE
Optimal_Ratio_1,EM,NW,2,0.9410883841415164,True,True,300,False,DNE
Optimal_Ratio_1,EM,NW,3,0.9301729261579964,True,True,300,False,DNE
Optimal_Ratio_1,EM,NW,4,0.9440857771215352,True,True,300,False,DNE
Optimal_Ratio_1,EM,SW,0,0.8159771790132344,True,True,300,False,DNE
Optimal_Ratio_1,EM,SW,1,0.8075339190815916,True,True,300,False,DNE
Optimal_Ratio_1,EM,SW,2,0.804140585141096,True,True,300,False,DNE
Optimal_Ratio_1,EM,SW,3,0.7931079411878793,True,True,300,False,DNE
Optimal_Ratio_1,EM,SW,4,0.7813679569169012,True,True,300,False,DNE
